id,data,geo,texto
1708614232399343832,2023-10-01 22:45:52,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@dicasmix Que sorte ter sua amizade ❤️✨
1708609282449592348,2023-10-01 22:26:12,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Sinceridade é algo único, valorize."
1708608545678147794,2023-10-01 22:23:16,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",@memi_rmuller KKKKKKKKKKKKKKKKKKKKKKKK já entendi
1708602712189792606,2023-10-01 22:00:05,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","@dicasmix Claro que dá, até 23:59"
1708601050012225777,2023-10-01 21:53:29,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Biscoitinho aqui tbm https://t.co/OxOZaWrsJU
1708600186455347282,2023-10-01 21:50:03,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@vaisefudefeio queria ter esse talento de piorar oq já tá horrível
1708599347711984047,2023-10-01 21:46:43,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","QUE BOSTA DE HORÁRIO É ESSE, ME EXPLICA QUE BOSTA É ESSA!???? https://t.co/9iQKFWgiHJ"
1708598950352048320,2023-10-01 21:45:08,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",FALAAAAAAAAAAAAAA DA MINHA CRIA CARALHOOOOOOOO
1708596749130985920,2023-10-01 21:36:23,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","@_alexsander É isso aí Alexsander, prioridade ""prioritária"" renovar com o craque. Não se pode nem cogitar ele sair"
1708589993243889893,2023-10-01 21:09:33,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",https://t.co/LyvWIHMqA5
1708588503842333032,2023-10-01 21:03:38,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","“ moço você não tá vendo a gente ”

Me senti um idoso no meio da festa"
1708588407117488298,2023-10-01 21:03:14,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Nem Deus esperava por esse milagre que apareceu na minha vida
E nem imaginou que chamaria o mesmo de meu bem"
1708587856749330891,2023-10-01 21:01:03,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",🔥🔥
1708556152227696990,2023-10-01 18:55:04,,"encontrei o amor e a putaria na mesma pessoa, que sorteeeeeeeeee"
1708585200811200971,2023-10-01 20:50:30,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","https://t.co/qmQibmb8kT
https://t.co/ryqk1Edhu2"
1708582738817659006,2023-10-01 20:40:43,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Fui ver o story do Carlinhos maia e que cabaré doido é aquele, inclusive queria participar."
1708578325948481867,2023-10-01 20:23:11,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Condenando o drible? Tem que condenar o corno que veio na maldade para quebrar o solteldo,  futebol tá muito chato mesmo de assistir mesmo, década de 90 a parada iria ser outra"
1708577521225048235,2023-10-01 20:19:59,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Que nada Roger, vtmnc ... tem que tirar onda mesmo. Dá neles Soteldo!"
1708577467516981469,2023-10-01 20:19:46,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",Que idiota esse Sebastian
1708575531489231339,2023-10-01 20:12:05,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",Sabastian ficou com medo de colocar a cabeça na bola?
1708574685330293110,2023-10-01 20:08:43,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Que dor no meu coração 
Ta dando umas pontadas

Espero q seja rapidão ⚡️⚡️"
1708574335961584014,2023-10-01 20:07:20,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",Look at me https://t.co/N97LUTcpXQ
1708573691095740593,2023-10-01 20:04:46,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Tal do domingo é uma lida
1708571304851275929,2023-10-01 19:55:17,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",Que cochilo gigante! Pqp!
1708570545053204670,2023-10-01 19:52:16,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@cooimmbra que horror
1708569772172959771,2023-10-01 19:49:12,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Desculpa mas não consigo levar a sério gays com isso na bio
1708567447815495759,2023-10-01 19:39:57,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Okay, o filme prometeu mais do q entregou, mas tudo bem"
1708548469705605291,2023-10-01 18:24:33,,Me cagando de medo vendo barbarian
1708566144171327809,2023-10-01 19:34:47,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Se as pessoas se preocupa-se mais com suas próprias vidas, o mundo seria bem melhor."
1708565388852645901,2023-10-01 19:31:46,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","O tanto q piro nesses “baixos da vida” 
Pqppp"
1708564827742872017,2023-10-01 19:29:33,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Me ferrei // parte 2
1708561432155918697,2023-10-01 19:16:03,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",🤷🏻‍♀️
1708457520161865757,2023-10-01 12:23:09,,bao demaizi https://t.co/gkxGXLz4e0
1708555493906542606,2023-10-01 18:52:27,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","#BRMX Adivinha o que aconteceu em Canelinha, SC? 🏆🏆 #YamahaRacing #Campeoes https://t.co/11zNPTwr2p"
1708553790507421885,2023-10-01 18:45:41,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@partidonovo30 @deltanmd Bem vindo Deputado
1708552167643029972,2023-10-01 18:39:14,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",PQ SERA NÉKKKKK
1708547817419981074,2023-10-01 18:21:57,,https://t.co/aH1ZemtpIM
1708551834091114686,2023-10-01 18:37:55,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",toda preguiçosa https://t.co/tCJFHOyP72
1708550541171658983,2023-10-01 18:32:47,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@IvailsonJunior @Guilher38744167 @gabrielplay21 @tiagosantineli https://t.co/qxB0MO04Jw
1708548068256235701,2023-10-01 18:22:57,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@gabrielcsr Mentiu ? 😂😂
1708545849796563070,2023-10-01 18:14:08,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",PUTA QUE PARIU
1708534457827721294,2023-10-01 17:28:52,,"A torcida da Salernitana simplesmente fez um mosaico inspirado nos 50 anos do lançamento do álbum ‘The Dark Side of The Moon', do Pink Floyd. 

https://t.co/cdaszGrYWr"
1708544455270076822,2023-10-01 18:08:36,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Sdd desse dia com meu grande amigo Galvão
1708543503351865516,2023-10-01 18:04:49,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Preto e Branco. 
Camisa DO BOTAFOGO I 23/24 Torcedor Masculina - Preto e Branco
R$249,90 Por 👇
R$199,90
20% OFF comprando 3 ou mais!!
https://t.co/reIXaoq9va"
1708540883195310331,2023-10-01 17:54:24,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",https://t.co/vkA86fLty3
1708540883082060009,2023-10-01 17:54:24,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",https://t.co/1HMcONDIko
1708534209277505582,2023-10-01 17:27:53,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","amando ficar na minha, e vendo quem é quem"
1708533172089037063,2023-10-01 17:23:45,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",nao consigo viver sem duas coisas: brigadeiro e corinthians
1708532939607462058,2023-10-01 17:22:50,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",De arrepiar até a alma
1708532664804769883,2023-10-01 17:21:44,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","@klassen_ralf Sim!!
Coisa de outro planeta"
1708531832734597414,2023-10-01 17:18:26,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","@FluminenseF Vejo Fluminense ressuscitando defuntos me preocupo,não cheira coisa boa. Ai Tem!2008 achava-se campeão da libertadores, abandonou o Brasileiro,não aprenderam c/a MERDA q deu? Ressuscitar defuntos no Brasileirão e perder pro @SCInternacional quarta a MERDA vai Feder. https://t.co/YJci3MxObv"
1708526845010862400,2023-10-01 16:58:37,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Os caras que eu via como inacessíveis profissionalmente, me parabenizaram hoje pelos feitos."
1708526005583761415,2023-10-01 16:55:17,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",boku wa doctor... 😭😭😭😭😭 TONY TONY CHOPPEEEER 😭😭😭😭😭
1708518412886892725,2023-10-01 16:25:07,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",https://t.co/PjGzZyGvCl
1708517856617308423,2023-10-01 16:22:54,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Não há arma melhor contra o preconceito que o amor, ele tem o poder de subir as montanhas, arrebentar muralhas, não ver se é rico ou pobre, simplesmente acontece...Ninguém nasce preconceituoso. https://t.co/L01yLB3U0U"
1708517100577267989,2023-10-01 16:19:54,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Papai, o que é bipolar ?
- É a pessoa que muda do dia pra noite sem nenhum motivo.
- Ah, igual o tio Márcio?
- Não, o tio Márcio é travesti.🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
1708516819437261272,2023-10-01 16:18:47,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Que o amor não dependa do tempo, nem da paisagem, nem da sorte, nem do dinheiro. Que ele possa vir com toda simplicidade, de dentro para fora, de um para o outro. Boa tarde !!!"
1708516219672785319,2023-10-01 16:16:24,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Manoo!!! e geral elogiando esse open da Black 🥇🤯👏
1708516107684872666,2023-10-01 16:15:57,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Tô me sentindo uma nova pessoa fiz minhas unhas, cabelo e sobrancelha"
1708514993950298457,2023-10-01 16:11:31,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",🤗🤜🤛🤗 https://t.co/ND2JYaM27H
1708514345821376947,2023-10-01 16:08:57,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@ejnmia ainda bem que eu tb gosto desse tal de Corinthians aí
1708513865087025360,2023-10-01 16:07:02,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",❤️🫶🏻👇🏼🇧🇷
1708508648064917926,2023-10-01 15:46:18,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",https://t.co/qxfqaLiaj0
1708506261019402681,2023-10-01 15:36:49,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Não quero perde essa mulher 🤌🏽
1708503632297984116,2023-10-01 15:26:23,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",era só um dengo e um cheiro nesse domingo mas
1708502754979729767,2023-10-01 15:22:53,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","@bryanhofs Para mim a melhor maneira de ir contra a autora é lutando contra as ações dela, do que o boicote. Porque ela dificilmente vai ficar sem dinheiro.
Porém eu entendo as pessoas que se sentem mal consumindo HP por conta dela. Nem sempre coisas boas, saem de boas pessoas."
1708502583944335456,2023-10-01 15:22:13,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Eu jurei que o jogo tinha terminado  aí meu pai foi querer olhar
1708502463769141759,2023-10-01 15:21:44,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",E o meu tricolor que mais uma vez deitou no cortinas? 😂
1708500194365415641,2023-10-01 15:12:43,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')","""o primeiro jogo fora da aula de educação física a gnt nunca esquece""KKKKKKKKKKKKKKKKKK essa niany"
1708499144363384891,2023-10-01 15:08:33,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Roles com mais de 24h seguidas com os de verdade tem muito o meu coração
1708495713498178008,2023-10-01 14:54:55,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Nós tá avançando 🎈🖐️🤑😇
1708491319494983758,2023-10-01 14:37:27,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')","O perfume dela me deixa 💦
.
.
Que mulher gostosa Mds 🔥"
1708488132931240402,2023-10-01 14:24:47,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Vamo pedir um ifood pro almoço, pq estou com a maior preguiça"
1708485444759925073,2023-10-01 14:14:06,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","#VoleiNoSporTV descobri o nome do comentarista , é Marcos Freitas"
1708479934778224845,2023-10-01 13:52:13,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@robvolei Ixi
1708478403513397693,2023-10-01 13:46:08,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","@Pavinatto Desculpe a franqueza, mas não é o ser ""viado de sucesso"" que incomoda, mas sim, o fato de vc ter sucesso, porque pra se ter sucesso, precisa trabalhar e isso muitos não querem"
1708476241760633060,2023-10-01 13:37:32,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Chocada que o Brasil não se classificou no pré-olímpico de ginástica artística, só tem vaga individual agora e pelo menos um foi, vamos ver na Terça pra ver se o Nori consegue"
1708474647920939294,2023-10-01 13:31:12,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Se nesse evento da Black já lotou imagina no dia do DJ Arana 🤔🤯
1708472710005723514,2023-10-01 13:23:30,"Place(id='76032ced94f075be', fullName='Gaspar, Brasil', name='Gaspar', type='city', country='Brazil', countryCode='BR')",@thyzinhaa1 Curtiu o storie?
1708472344182734920,2023-10-01 13:22:03,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","Uma comemoração dessas do aniversário do Natanzitos, devastadora!"
1708466770481152460,2023-10-01 12:59:54,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",https://t.co/vlvsyuNEuh
1708465830248218861,2023-10-01 12:56:10,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@NP__Oficial Que rezem nas igrejas. Na Câmara tem que recitar a constituição e seguir a laicidade do Estado ✊🏻
1708463378354593960,2023-10-01 12:46:25,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",@bernardipaloma Gostaria de ser seu namorado 💝💝💝💝
1708458420678897938,2023-10-01 12:26:43,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')",Gostei não
1708451610773340605,2023-10-01 11:59:40,"Place(id='63968ec77ab62d12', fullName='Blumenau, Brasil', name='Blumenau', type='city', country='Brazil', countryCode='BR')","""um show no The Sphere em Vegas"" adicionado à lista de desejos ✅

[só não sei de quem é o show lá
do lugar
ou do pobre artista que compete]"
